Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2024-08-06;16:00;1923;5297
2024-08-06;17:00;1993;4181
2024-08-06;23:00;1549;0
2024-08-07;05:00;1001;0
2024-08-07;07:00;1390;288
2024-08-07;11:00;1313;4764
2024-08-07;16:00;2120;5190
2024-08-07;21:00;1444;9
2024-08-08;05:00;969;0
2024-08-08;09:00;559;3393
2024-08-08;15:00;1442;7174
2024-08-08;19:00;1694;1433
2024-08-08;22:00;1648;2
2024-08-09;01:00;2940;0
2024-08-09;06:00;3710;14
2024-08-09;20:00;3178;245
2024-08-10;08:00;632;1717
2024-08-10;10:00;180;2776
2024-08-10;16:00;291;3262
2024-08-11;01:00;2982;1
2024-08-11;02:00;3036;1
2024-08-11;05:00;2598;0
2024-08-11;10:00;1024;2722
2024-08-11;12:00;1493;3716
2024-08-11;17:00;2507;4546
2024-08-11;20:00;3133;236
2024-08-12;09:00;2258;2724
2024-08-12;11:00;1674;4933
2024-08-12;12:00;1867;5612
2024-08-13;01:00;1258;0
2024-08-13;08:00;725;1275
2024-08-13;13:00;661;5176
2024-08-13;15:00;830;4771
2024-08-13;18:00;1735;1944
2024-08-13;20:00;1849;182
2024-08-14;01:00;1151;0
2024-08-14;02:00;1304;0
2024-08-14;09:00;783;1765
2024-08-14;17:00;1776;2768
2024-08-14;21:00;1351;2
2024-08-15;03:00;1163;0
2024-08-15;04:00;1003;0
2024-08-15;10:00;1191;4087
2024-08-15;14:00;2610;6004
2024-08-15;17:00;3392;3938
2024-08-15;22:00;2041;1
2024-08-16;00:00;2201;0
2024-08-16;02:00;2545;0
2024-08-16;04:00;2204;0
2024-08-16;05:00;1914;0
2024-08-16;08:00;1964;1152
2024-08-16;09:00;1623;2641
2024-08-16;10:00;1691;4075
2024-08-16;19:00;1950;1030
2024-08-16;21:00;1055;2
2024-08-17;02:00;1113;0
2024-08-17;07:00;836;228
2024-08-17;08:00;837;1046
2024-08-17;09:00;719;2231
2024-08-17;10:00;768;3358
2024-08-17;15:00;1458;4033
2024-08-17;19:00;1593;819
2024-08-18;05:00;2342;0
2024-08-18;06:00;2512;2
2024-08-18;14:00;3505;5799
2024-08-18;15:00;3416;5410
2024-08-18;21:00;2883;3
2024-08-19;04:00;1526;0
2024-08-19;07:00;1395;265
2024-08-19;09:00;1040;3258
2024-08-19;10:00;931;5082
2024-08-19;13:00;1167;7485
2024-08-19;19:00;1378;1075
2024-08-19;23:00;2379;2
2024-08-20;07:00;2392;262
2024-08-20;11:00;2185;6263
2024-08-20;12:00;2821;6889
2024-08-21;00:00;5544;1
2024-08-21;01:00;5804;1
2024-08-21;02:00;5079;1
2024-08-21;22:00;1149;2
2024-08-22;00:00;1158;1
2024-08-22;03:00;1755;0
2024-08-22;13:00;2573;3987
2024-08-22;16:00;5327;5995
2024-08-22;18:00;4702;2849
2024-08-23;01:00;7230;0
2024-08-23;06:00;8982;3
2024-08-23;11:00;8498;4802
2024-08-23;17:00;6259;4071
2024-08-23;18:00;5115;2466
2024-08-23;19:00;3963;856
2024-08-23;22:00;3036;0
2024-08-24;15:00;5349;2672
2024-08-24;17:00;8795;2528
2024-08-24;19:00;9638;474
2024-08-25;06:00;2979;1
2024-08-25;13:00;1240;3379
2024-08-25;16:00;1268;2863
2024-08-25;17:00;2146;4062
2024-08-25;18:00;2094;2655
2024-08-25;20:00;1455;93
2024-08-25;22:00;1699;0
2024-08-26;02:00;1759;0
2024-08-26;05:00;2178;0
2024-08-26;11:00;1495;6778
2024-08-26;12:00;1616;7573
2024-08-27;07:00;3618;203
2024-08-27;11:00;1085;6787
2024-08-27;14:00;1158;7577
2024-08-27;16:00;1035;6147
2024-08-27;22:00;2307;2
2024-08-28;04:00;1724;0
2024-08-28;12:00;1897;7221
2024-08-28;14:00;2600;7366
2024-08-28;16:00;3066;5893
2024-08-28;17:00;3035;4470
2024-08-28;18:00;2601;2548
2024-08-29;04:00;1910;0
2024-08-29;16:00;858;4162
2024-08-29;20:00;2170;40
2024-08-29;23:00;2569;1
2024-08-30;06:00;2581;1
2024-08-30;14:00;2712;5957
2024-09-01;02:00;3247;0
2024-09-01;03:00;2985;0
2024-09-01;08:00;3481;766
2024-09-01;09:00;2611;1769
2024-09-01;17:00;3149;2741
2024-09-01;18:00;2783;1654
2024-09-01;20:00;1719;43
2024-09-02;00:00;1437;0
2024-09-02;01:00;1386;0
2024-09-02;05:00;1055;0
2024-09-02;11:00;1073;5129
2024-09-02;14:00;1160;5706
2024-09-02;22:00;422;2
2024-09-02;23:00;397;2
2024-09-03;07:00;370;94
2024-09-03;17:00;1409;1855
2024-09-03;21:00;836;0
2024-09-04;01:00;700;0
2024-09-04;02:00;663;0
2024-09-04;12:00;302;3546
2024-09-04;22:00;2374;0
2024-09-05;09:00;4586;1419
2024-09-05;11:00;3145;3585
2024-09-05;12:00;2590;4253
2024-09-05;18:00;2149;1444
2024-09-05;19:00;1540;402
2024-09-05;20:00;1090;22
2024-09-05;23:00;556;2
2024-09-06;03:00;1069;0
2024-09-06;11:00;1476;3166
2024-09-06;15:00;1649;3938
2024-09-06;17:00;1683;2481
2024-09-06;22:00;2795;1
2024-09-06;23:00;2658;0
2024-09-07;07:00;3316;93
2024-09-07;13:00;1695;4723
2024-09-07;22:00;2959;2
2024-09-08;01:00;4522;1
2024-09-08;05:00;4637;0
2024-09-08;09:00;4643;1476
2024-09-08;12:00;6171;3303
2024-09-08;16:00;7037;2981
2024-09-08;22:00;8454;2
2024-09-09;01:00;7706;0
2024-09-09;04:00;6722;0
2024-09-09;16:00;8401;3423
2024-09-09;19:00;6084;334
2024-09-10;05:00;3758;0
2024-09-10;09:00;4760;2500
2024-09-11;08:00;6396;572
2024-09-11;17:00;6341;1592
2024-09-12;03:00;3210;0
2024-09-13;10:00;2066;5178
2024-09-13;21:00;3555;4
2024-09-13;23:00;3710;2
2024-09-14;00:00;3734;2
2024-09-14;06:00;2542;0
2024-09-14;09:00;1681;3139
2024-09-14;10:00;1392;5140
2024-09-14;12:00;1991;7183
2024-09-15;00:00;3479;2
2024-09-15;01:00;3349;2
2024-09-15;03:00;3150;0
2024-09-15;08:00;3076;1063
2024-09-15;19:00;2480;359
2024-09-15;21:00;3649;4
2024-09-15;23:00;3717;2
2024-09-16;06:00;2189;0
2024-09-16;13:00;2918;6587
2024-09-16;23:00;6830;0
2024-09-17;00:00;7078;0
2024-09-17;13:00;9915;4837
2024-09-17;14:00;10257;4797
2024-09-18;03:00;7520;0
2024-09-18;06:00;6988;0
2024-09-18;08:00;7145;770
2024-09-18;18:00;7998;1530
2024-09-18;20:00;6564;2
2024-09-18;23:00;7075;0
2020-01-01;00:00;3549;0
2024-09-19;03:00;6586;0
2020-01-01;04:00;2707;0
2024-09-19;04:00;6417;0
2020-01-01;09:00;1623;310
2024-09-19;05:00;6283;0
2020-01-01;17:00;932;16
2024-09-19;17:00;7482;3546
2020-01-01;19:00;1180;0
2024-09-19;18:00;6336;1615
2020-01-02;10:00;2666;790
2024-09-20;06:00;4193;1
2020-01-02;15:00;3511;586
2024-09-20;18:00;2124;1054
2020-01-02;20:00;6547;0
2024-09-21;01:00;2671;0
2020-01-02;23:00;6857;0
2024-09-21;02:00;3047;0
2020-01-03;05:00;8565;0
2024-09-21;05:00;2480;0
2020-01-03;06:00;8797;0
2024-09-21;22:00;4314;0
2020-01-03;10:00;8607;577
2024-09-22;06:00;2785;0
2020-01-03;14:00;8152;757
2024-09-22;07:00;2920;11
2020-01-04;00:00;3453;0
2024-09-22;18:00;2884;803
2020-01-04;04:00;3275;0
2024-09-22;19:00;2456;129
2020-01-04;05:00;3139;0
2024-09-22;23:00;3297;0
2020-01-04;11:00;3530;1213
2024-09-23;02:00;3261;0
2020-01-04;23:00;1938;0
2024-09-23;16:00;4585;3392
2020-01-05;06:00;1592;0
2024-09-23;18:00;4393;979
2020-01-05;17:00;1153;40
2024-09-23;20:00;4144;2
2020-01-06;01:00;2383;0
2024-09-24;01:00;4216;0
2020-01-06;02:00;2405;0
2024-09-24;17:00;5096;2696
2020-01-06;03:00;2370;0
2024-09-24;20:00;3652;1
2020-01-06;06:00;3131;0
2024-09-25;05:00;3471;0
2020-01-06;16:00;3989;338
2024-09-25;08:00;4681;508
2020-01-07;01:00;5145;0
2024-09-25;14:00;7893;3624
2020-01-07;05:00;3292;0
2024-09-25;20:00;9186;2
2020-01-07;16:00;3989;200
2024-09-25;21:00;10076;0
2020-01-07;18:00;4976;1
2024-09-26;01:00;10571;0
2020-01-08;00:00;5705;0
2024-09-26;09:00;11070;559
2020-01-08;04:00;5686;0
2024-09-26;13:00;13384;2021
2020-01-08;06:00;5250;0
2024-09-26;14:00;13202;2489
2020-01-08;12:00;3430;1597
2024-09-26;20:00;13330;1
2020-01-08;14:00;2912;1512
2024-09-26;22:00;12921;0
2020-01-08;15:00;2689;1113
2024-09-27;06:00;11895;0
2020-01-08;17:00;2741;38
2024-09-27;11:00;12709;2955
2020-01-08;18:00;2786;1
2024-09-27;12:00;7856;1983
2020-01-09;03:00;8044;0
2024-09-27;13:00;7691;2071
2020-01-09;07:00;9902;0
2024-09-27;17:00;10867;1850
2020-01-09;10:00;10286;1041
2024-09-27;18:00;10025;762
2020-01-09;11:00;10329;1651
2024-09-27;22:00;7276;0
2020-01-09;19:00;11187;2
2024-09-28;00:00;6750;0
2020-01-09;20:00;11138;2
2024-09-28;04:00;5137;0
2020-01-10;10:00;5883;535
2024-09-28;06:00;4672;1
2020-01-10;21:00;1497;0
2024-09-28;09:00;2806;2233
2020-01-10;22:00;1570;0
2024-09-28;10:00;2053;4131
2020-01-11;01:00;1750;0
2024-09-29;00:00;766;0
2020-01-11;06:00;2898;0
2024-09-29;04:00;2463;0
2020-01-11;08:00;3656;32
2024-09-29;05:00;3219;0
2020-01-11;11:00;3835;1987
2024-09-29;11:00;2315;4448
2020-01-11;23:00;5144;0
2024-09-29;13:00;1786;2706
2020-01-12;12:00;7119;2034
2024-09-29;15:00;4774;4148
2020-01-12;23:00;3429;0
2024-09-29;21:00;8453;0
2020-01-13;01:00;2843;0
2024-09-30;04:00;10043;0
2020-01-13;11:00;4851;1402
2024-09-30;11:00;12686;3679
2020-01-13;18:00;10854;2
2024-09-30;23:00;9560;0
2020-01-14;03:00;12348;0
2024-10-01;13:00;4477;3742
2020-01-14;08:00;11762;23
2024-10-01;14:00;4537;3272
2020-01-14;09:00;11915;324
2024-10-01;21:00;2856;0
2020-01-14;14:00;12723;1358
2024-10-01;23:00;3682;0
2020-01-14;22:00;12359;0
2024-10-02;02:00;3368;0
2020-01-15;09:00;12401;245
2024-10-02;09:00;2966;977
2020-01-15;15:00;9044;572
2024-10-02;11:00;2105;2887
2020-01-15;18:00;5738;1
2024-10-02;18:00;1790;391
2020-01-15;20:00;4999;0
2024-10-03;05:00;4894;0
2020-01-15;23:00;3911;0
2024-10-04;01:00;4730;0
2020-01-16;01:00;3125;0
2024-10-04;06:00;3537;0
2020-01-16;05:00;3908;0
2024-10-04;10:00;1758;3385
2020-01-16;07:00;5423;0
2024-10-04;11:00;1639;4857
2020-01-16;17:00;9438;66
2024-10-04;18:00;1482;882
2020-01-16;20:00;11096;1
2024-10-04;19:00;1437;52
2020-01-17;01:00;9452;0
2024-10-04;21:00;2145;0
2020-01-17;10:00;7548;247
2024-10-05;02:00;2250;0
2020-01-17;13:00;8909;820
2024-10-05;05:00;2391;0
2020-01-17;15:00;8966;669
2024-10-05;15:00;3536;6292
2020-01-18;06:00;4013;0
2024-10-05;17:00;3559;2665
2020-01-18;10:00;1920;907
2024-10-05;22:00;7670;0
2020-01-18;16:00;1243;448
2024-10-05;23:00;7425;0
2020-01-18;19:00;3333;0
2024-10-06;05:00;6701;0
2020-01-19;03:00;4599;0
2024-10-06;10:00;5229;1672
2020-01-19;09:00;5642;371
2024-10-06;17:00;6547;1025
2020-01-19;15:00;6268;1548
2024-10-06;20:00;6608;0
2020-01-19;19:00;6772;0
2024-10-07;03:00;5316;0
2020-01-20;01:00;6534;0
2024-10-07;09:00;2732;522
2020-01-20;09:00;5465;364
2024-10-07;20:00;7260;0
2020-01-20;12:00;4934;1994
2024-10-07;23:00;7476;0
2020-01-20;13:00;5289;1933
2024-10-08;04:00;7134;0
2020-01-20;14:00;5500;1632
2024-10-08;07:00;8226;1
2020-01-20;20:00;5421;0
2024-10-08;13:00;9150;4665
2020-01-20;21:00;5325;0
2024-10-08;15:00;9748;4350
2020-01-20;22:00;4957;0
2024-10-08;20:00;10826;0
2020-01-20;23:00;4804;0
2024-10-09;05:00;9050;0
2020-01-21;03:00;3875;0
2024-10-09;06:00;8332;0
2020-01-21;04:00;3749;0
2024-10-09;19:00;8834;6
2020-01-21;09:00;3060;229
2024-10-09;22:00;10238;0
2020-01-21;15:00;1871;961
2024-10-10;02:00;9502;0
2020-01-21;17:00;2519;49
2024-10-10;06:00;6894;1
2020-01-21;19:00;3788;0
2024-10-11;00:00;1621;0
2020-01-21;20:00;3949;0
2024-10-11;06:00;438;1
2020-01-22;06:00;3843;0
2024-10-11;08:00;383;321
2020-01-22;08:00;4047;16
2024-10-11;17:00;522;2585
2020-01-22;10:00;3647;631
2024-10-11;21:00;2684;0
2020-01-22;22:00;6901;0
2024-10-11;22:00;3547;0
2020-01-23;04:00;5851;0
2024-10-12;09:00;5073;759
2020-01-23;16:00;3107;274
2024-10-12;10:00;4435;1433
2020-01-23;23:00;2847;0
2024-10-12;14:00;3611;2686
2020-01-24;00:00;2832;0
2024-10-12;18:00;5008;340
2020-01-24;01:00;2577;0
2024-10-12;20:00;5970;0
2020-01-24;03:00;2207;0
2024-10-12;23:00;7170;0
2020-01-24;06:00;1976;0
2024-10-13;05:00;2065;0
2020-01-24;08:00;1874;20
2024-10-13;13:00;380;4864
2020-01-24;12:00;596;1526
2024-10-13;18:00;281;529
2020-01-24;19:00;457;0
2024-10-13;19:00;641;9
2020-01-25;02:00;982;0
2024-10-14;11:00;1915;2974
2020-01-25;03:00;1067;0
2024-10-14;16:00;2414;2208
2020-01-25;10:00;1367;905
2024-10-14;23:00;753;0
2020-01-25;14:00;882;1311
2024-10-15;03:00;2337;0
2020-01-25;21:00;2113;0
2024-10-15;07:00;3191;1
2020-01-25;23:00;2428;0
2024-10-15;09:00;3913;714
2020-01-26;03:00;2545;0
2024-10-15;20:00;8472;0
2020-01-26;16:00;4574;455
2024-10-16;02:00;9436;0
2020-01-26;18:00;6307;1
2024-10-16;05:00;9208;0
2020-01-26;21:00;8351;0
2024-10-16;19:00;8908;2
2020-01-27;00:00;8873;0
2024-10-17;04:00;6538;0
2020-01-27;20:00;11991;0
2024-10-17;14:00;1534;1479
2020-01-27;22:00;11759;0
2024-10-17;15:00;1798;1371
2020-01-27;23:00;11828;0
2024-10-17;17:00;2219;483
2020-01-28;09:00;12353;289
2024-10-17;23:00;3905;0
2020-01-29;01:00;9855;0
2024-10-18;18:00;1627;265
2020-01-29;09:00;7338;479
2024-10-18;19:00;1562;1
2020-01-29;10:00;6923;1166
2024-10-19;03:00;3894;0
2020-01-29;11:00;6824;1765
2024-10-19;09:00;5354;913
2020-01-29;14:00;7130;1552
2024-10-19;14:00;4676;4336
2020-01-29;17:00;3814;95
2024-10-19;16:00;3523;3051
2020-01-29;18:00;3827;0
2024-10-20;00:00;2448;0
2020-01-29;20:00;4856;0
2024-10-20;04:00;2677;0
2020-01-30;05:00;6338;0
2024-10-20;11:00;8487;3845
2020-01-30;07:00;7469;0
2024-10-20;17:00;9009;1382
2020-01-30;14:00;8847;994
2024-10-20;20:00;9394;0
2020-01-30;19:00;10515;0
2024-10-21;03:00;4442;0
2020-01-30;22:00;9934;0
2024-10-21;09:00;3130;1418
2020-01-31;08:00;5738;65
2024-10-21;20:00;4102;0
2020-01-31;09:00;5748;447
2024-10-21;21:00;5007;0
2020-01-31;12:00;6470;1641
2024-10-22;08:00;1026;97
2020-01-31;16:00;6308;697
2024-10-22;16:00;884;2312
2020-02-01;00:00;8312;0
2024-10-23;10:00;1551;2598
2020-02-01;04:00;9145;0
2024-10-23;20:00;4835;0
2020-02-01;05:00;9254;0
2024-10-23;21:00;5605;0
2020-02-02;01:00;6453;0
2024-10-24;00:00;5513;0
2020-02-02;03:00;6985;0
2024-10-24;19:00;4256;1
2020-02-03;00:00;8530;0
2024-10-24;20:00;5499;0
2020-02-03;02:00;8217;0
2024-10-24;21:00;6293;0
2020-02-03;06:00;8183;0
2024-10-25;04:00;5545;0
2020-02-03;22:00;10500;0
2024-10-25;10:00;3756;1803
2020-02-04;05:00;10522;0
2024-10-25;13:00;2548;3021
2020-02-04;17:00;10035;222
2024-10-25;14:00;2374;2708
2020-02-04;20:00;8283;0
2024-10-25;17:00;2010;482
2020-02-05;05:00;2903;0
2024-10-26;06:00;1881;0
2020-02-05;10:00;1368;1829
2024-10-26;09:00;1846;491
2020-02-05;12:00;1160;2820
2024-10-26;10:00;1434;1090
2020-02-05;14:00;1162;2633
2024-10-26;19:00;1021;1
2020-02-05;22:00;2999;0
2024-10-26;20:00;1185;0
2020-02-06;01:00;2848;0
2024-10-26;23:00;1195;0
2020-02-06;08:00;3504;124
2024-10-27;02:00;1306;0
2020-02-06;12:00;2101;2797
2024-10-27;05:00;1264;0
2020-02-06;13:00;2203;2787
2024-10-27;07:00;1203;58
2020-02-06;15:00;2587;2001
2024-10-27;10:00;834;2315
2020-02-07;01:00;5373;0
2024-10-27;15:00;337;1878
2020-02-07;08:00;6528;163
2024-10-27;20:00;297;0
2020-02-08;03:00;5141;0
2024-10-27;23:00;388;0
2020-02-08;12:00;3107;1897
2024-10-28;13:00;1280;3192
2020-02-08;21:00;4898;0
2024-10-29;01:00;1276;0
2020-02-09;00:00;7707;0
2024-10-29;03:00;1047;0
2020-02-09;06:00;11401;0
2024-10-29;12:00;911;3393
2020-02-09;10:00;13300;1324
2024-10-30;01:00;852;0
2020-02-10;10:00;12213;833
2024-10-30;04:00;1355;0
2020-02-10;16:00;13163;641
2024-10-30;11:00;1506;3372
2020-02-10;19:00;13366;0
2024-10-30;19:00;2601;0
2020-02-10;23:00;13051;0
2024-10-31;01:00;1787;0
2020-02-11;10:00;11217;1030
2024-10-31;03:00;1383;0
2020-02-11;16:00;12130;606
2024-10-31;11:00;778;3619
2020-02-11;23:00;9425;0
2024-10-31;12:00;681;3834
2020-02-12;06:00;8046;0
2024-10-31;21:00;876;0
2020-02-12;07:00;8311;2
2024-11-01;00:00;635;0
2020-02-12;14:00;7500;2248
2024-11-01;13:00;292;4696
2020-02-13;01:00;7798;0
2024-11-01;17:00;447;105
2020-02-13;07:00;12436;2
2024-11-02;00:00;962;0
2020-02-13;19:00;13415;0
2024-11-02;03:00;1582;0
2020-02-13;20:00;13045;0
2024-11-02;05:00;2075;0
2020-02-13;21:00;12536;0
2024-11-02;08:00;2903;780
2020-02-14;03:00;6204;0
2024-11-02;14:00;3139;3260
2020-02-14;05:00;4557;0
2024-11-02;18:00;3385;2
2020-02-14;08:00;3451;202
2024-11-03;03:00;2652;0
2020-02-14;17:00;3634;453
2024-11-03;04:00;2422;0
2020-02-14;20:00;5101;0
2024-11-03;11:00;1528;3924
2020-02-14;21:00;5203;0
2024-11-03;14:00;979;3700
2020-02-15;00:00;5087;0
2024-11-03;17:00;1318;69
2020-02-15;03:00;5097;0
2024-11-03;18:00;1942;1
2020-02-15;04:00;5243;0
2024-11-03;19:00;2398;0
2020-02-15;14:00;9205;2585
2024-11-04;02:00;2321;0
2020-02-15;17:00;9930;262
2024-11-04;05:00;2299;0
2020-02-16;02:00;12546;0
2024-11-04;07:00;2289;41
2020-02-16;04:00;11899;0
2024-11-04;09:00;1678;1700
2020-02-16;08:00;13033;118
2024-11-04;15:00;1267;2064
2020-02-16;10:00;13005;1134
2024-11-05;00:00;2123;0
2020-02-16;13:00;12646;1898
2024-11-05;01:00;1883;0
2020-02-16;20:00;12169;0
2024-11-05;12:00;325;3292
2020-02-16;23:00;10270;0
2024-11-05;13:00;230;3048
2020-02-17;01:00;8453;0
2024-11-05;16:00;111;627
2020-02-17;02:00;7528;0
2024-11-05;18:00;98;1
2020-02-17;05:00;6143;0
2024-11-06;02:00;107;0
2020-02-17;06:00;6342;0
2024-11-06;04:00;166;0
2020-02-17;08:00;7548;45
2024-11-06;10:00;191;2075
2020-02-17;13:00;11479;991
2024-11-06;13:00;304;3211
2020-02-17;16:00;11625;630
2024-11-06;21:00;1644;0
2020-02-18;04:00;8119;0
2024-11-07;02:00;1661;0
2020-02-18;08:00;7453;272
2024-11-07;03:00;1696;0
2020-02-18;09:00;6944;1226
2024-11-07;07:00;1840;13
2020-02-19;12:00;6202;2273
2024-11-07;10:00;1677;2140
2020-02-19;15:00;5471;1698
2024-11-07;14:00;1347;2725
2020-02-19;16:00;4367;1148
2024-11-07;19:00;2905;0
2020-02-20;02:00;6076;0
2024-11-07;20:00;2781;0
2020-02-20;03:00;6070;0
2024-11-08;04:00;2264;0
2020-02-20;12:00;9710;3003
2024-11-08;20:00;1603;0
2020-02-20;13:00;10337;3000
2024-11-09;00:00;1780;0
2020-02-20;21:00;9208;0
2024-11-09;01:00;1619;0
2020-02-21;11:00;3443;2640
2024-11-09;07:00;718;9
2020-02-21;12:00;4446;2880
2024-11-09;08:00;698;268
2020-02-21;13:00;5515;2824
2024-11-09;14:00;116;1718
2020-02-21;20:00;5894;2
2024-11-09;20:00;413;0
2020-02-22;00:00;7394;0
2024-11-10;00:00;558;0
2020-02-22;03:00;7927;0
2024-11-10;02:00;511;0
2020-02-22;07:00;8589;11
2024-11-10;04:00;598;0
2020-02-22;10:00;8647;2454
2024-11-10;13:00;1076;2845
2020-02-23;00:00;8438;0
2024-11-10;18:00;1452;2
2020-02-23;02:00;7948;0
2024-11-11;00:00;2331;0
2020-02-23;05:00;10318;0
2024-11-11;07:00;2855;19
2020-02-23;06:00;10926;0
2024-11-11;12:00;3397;3359
2020-02-23;20:00;8959;0
2024-11-11;13:00;4096;3307
2020-02-23;21:00;7418;0
2024-11-11;18:00;6022;1
2020-02-24;11:00;10256;2071
2024-11-11;19:00;6575;0
2020-02-24;12:00;10578;2582
2024-11-11;21:00;7831;0
2020-02-24;18:00;10782;36
2024-11-12;00:00;6810;0
2020-02-24;22:00;10668;0
2024-11-12;01:00;6751;0
2020-02-25;04:00;9672;0
2024-11-12;02:00;7221;0
2020-02-25;10:00;7573;988
2024-11-12;05:00;8013;0
2020-02-25;11:00;8800;1273
2024-11-12;06:00;7897;0
2020-02-25;19:00;11280;0
2024-11-12;14:00;8779;1430
2020-02-26;02:00;12200;0
2024-11-12;20:00;7807;1
2020-02-26;05:00;10743;0
2024-11-13;00:00;5847;0
2020-02-26;11:00;10798;2013
2024-11-13;01:00;5769;0
2020-02-26;23:00;5444;0
2024-11-13;12:00;5086;3473
2020-02-27;10:00;11544;434
2024-11-13;21:00;4018;0
2020-02-27;11:00;11300;603
2024-11-14;10:00;1660;3412
2020-02-27;13:00;11484;883
2024-11-14;16:00;1804;696
2020-02-27;16:00;12013;687
2024-11-14;18:00;2531;1
2020-02-27;18:00;10597;36
2024-11-14;20:00;3023;0
2020-02-28;01:00;4031;0
2024-11-15;00:00;2689;0
2020-02-28;04:00;2578;0
2024-11-15;01:00;2590;0
2020-02-28;07:00;4063;23
2024-11-15;04:00;2407;0
2020-02-28;11:00;7064;2013
2024-11-15;05:00;2199;0
2020-02-28;15:00;9489;1456
2024-11-15;07:00;1943;14
2020-02-28;17:00;10156;347
2024-11-15;10:00;1134;3343
2020-02-28;22:00;11245;0
2024-11-15;15:00;774;2512
2020-02-29;00:00;12158;0
2024-11-15;22:00;1466;0
2020-02-29;06:00;12751;0
2024-11-16;05:00;1090;0
2020-02-29;12:00;12511;945
2024-11-16;06:00;1094;0
2020-02-29;18:00;11249;30
2024-11-16;07:00;1109;12
2020-04-01;06:00;4764;0
2024-11-16;12:00;716;3816
2020-04-01;14:00;2095;2866
2024-11-16;22:00;2631;0
2020-04-02;13:00;903;3051
2024-11-16;23:00;2914;0
2020-04-02;16:00;1710;2529
2024-11-17;01:00;3626;0
2020-04-02;22:00;3139;0
2024-11-17;04:00;3784;0
2020-04-03;04:00;2043;0
2024-11-17;10:00;3170;1960
2020-04-03;05:00;2038;0
2024-11-17;12:00;2487;2946
2020-04-03;11:00;1054;3236
2024-11-17;13:00;2551;2840
2020-04-03;14:00;1234;3725
2024-11-17;16:00;2784;430
2020-04-03;15:00;1313;3383
2024-11-17;19:00;4279;1
2020-04-03;17:00;1227;2221
2024-11-17;22:00;6549;0
2020-04-03;18:00;1121;1301
2024-11-18;13:00;6123;2550
2020-04-03;22:00;844;3
2024-11-19;01:00;13768;0
2020-04-04;05:00;1512;0
2024-11-19;04:00;14597;0
2020-04-04;09:00;1847;1679
2024-11-19;06:00;14972;0
2020-04-05;06:00;7376;0
2024-11-19;10:00;15442;1886
2020-04-05;13:00;4556;3794
2024-11-19;11:00;15690;2402
2020-04-05;19:00;5112;379
2024-11-19;14:00;14936;1657
2020-04-06;13:00;3891;2750
2024-11-19;15:00;14141;892
2020-04-07;00:00;1155;0
2024-11-20;00:00;9059;0
2020-04-07;04:00;1720;0
2024-11-20;05:00;5370;0
2020-04-07;08:00;2349;416
2024-11-20;22:00;6007;0
2020-04-07;12:00;1659;3140
2024-11-21;01:00;3589;0
2020-04-07;21:00;2723;0
2024-11-21;02:00;2985;0
2020-04-08;02:00;2775;0
2024-11-21;04:00;3313;0
2020-04-08;03:00;2664;0
2024-11-21;06:00;4555;0
2020-04-08;04:00;2462;0
2024-11-21;08:00;6118;183
2020-04-08;09:00;1295;1246
2024-11-21;11:00;6067;939
2020-04-08;13:00;519;3435
2024-11-21;17:00;8343;4
2020-04-08;15:00;541;3290
2024-11-21;23:00;4726;0
2020-04-08;20:00;444;34
2024-11-22;07:00;7591;5
2020-04-09;00:00;863;0
2024-11-22;08:00;8198;339
2020-04-09;11:00;449;3385
2024-11-22;14:00;9483;3694
2020-04-09;14:00;780;3912
2024-11-22;21:00;7350;0
2020-04-09;18:00;1445;1469
2024-11-23;01:00;6038;0
2020-04-09;21:00;3961;0
2024-11-23;04:00;8446;0
2020-04-09;23:00;4916;0
2024-11-23;06:00;9952;0
2020-04-10;12:00;923;3839
2024-11-23;08:00;12122;397
2020-04-10;15:00;1440;3681
2024-11-23;10:00;12868;2990
2020-04-10;19:00;1698;438
2024-11-23;14:00;14388;2293
2020-04-11;00:00;3560;1
2024-11-23;16:00;15066;370
2020-04-11;07:00;1831;58
2024-11-23;17:00;15624;13
2020-04-11;19:00;592;422
2024-11-23;18:00;15779;1
2020-04-11;23:00;1049;0
2024-11-23;23:00;16018;0
2020-04-12;09:00;1152;1370
2024-11-24;00:00;16007;0
2020-04-12;19:00;2480;277
2024-11-24;05:00;15941;0
2020-04-12;22:00;2183;0
2024-11-24;09:00;16291;980
2020-04-13;00:00;2470;0
2024-11-24;12:00;16719;3106
2020-04-13;02:00;3008;0
2024-11-24;16:00;16678;347
2020-04-13;10:00;5707;1563
2024-11-24;19:00;16795;0
2020-04-13;12:00;7072;2262
2024-11-24;23:00;15909;0
2020-04-13;19:00;10779;271
2024-11-25;01:00;15597;0
2020-04-14;01:00;8438;0
2024-11-25;03:00;15153;0
2020-04-14;02:00;8118;0
2024-11-25;07:00;11940;2
2020-04-14;04:00;7140;0
2024-11-25;09:00;10569;507
